id,clinic_id,vet_id,pet_id,monitorable_type,monitorable_id,file_id,field_id,value,measurement_unit_id,created_at,updated_at,metadata
18810136,693,1432,1144481,App\Models\NewFileCase,7788040,7788040,545,S-a efectuat si detartraj.,,2023-02-02 13:40:50.0,2023-02-02 13:40:50.0,
18833568,693,1432,1116833,measurements,133296,,3,4,1,2023-02-02 15:12:54.0,2023-02-02 15:12:54.0,
18834247,693,1432,2552194,measurements,133302,,3,4.4,1,2023-02-02 15:24:49.0,2023-02-02 15:24:49.0,
18835510,693,1432,2561546,measurements,133310,,3,7.4,1,2023-02-02 15:43:43.0,2023-02-02 15:43:43.0,
18838101,693,1432,2561596,measurements,133322,,3,30,1,2023-02-02 16:09:19.0,2023-02-02 16:09:19.0,
18839518,693,1432,2507806,measurements,133328,,3,1.7,1,2023-02-02 16:20:45.0,2023-02-02 16:20:45.0,
18840242,693,1432,1073502,App\Models\NewFileCase,7789191,7789191,526,Neuter,,2023-02-02 16:29:43.0,2023-02-02 16:29:43.0,
18840245,693,1432,1073502,App\Models\NewFileCase,7789191,7789191,538,"[""Right Inguinal Cryptorchid""]",,2023-02-02 16:29:50.0,2023-02-02 16:29:50.0,
18840248,693,1432,1073502,App\Models\NewFileCase,7789191,7789191,539,"[""Left Inguinal Incision""]",,2023-02-02 16:29:57.0,2023-02-02 16:30:01.0,
18840515,693,1432,1073502,App\Models\NewFileCase,7789191,7789191,545,"Suspiciune sertolinom. Testiculul stang modificat in volum si greutate, a fost trimis pentru histologie la Histovet Bucuresti.",,2023-02-02 16:31:44.0,2023-02-02 16:31:44.0,
18957498,693,1432,1250710,measurements,134340,,3,8.8,1,2023-02-06 13:04:35.0,2023-02-06 13:04:35.0,
18957542,693,1432,2603737,measurements,134341,,3,0.63,1,2023-02-06 13:08:07.0,2023-02-06 13:08:07.0,
18957546,693,1432,1241671,measurements,134342,,3,13.6,1,2023-02-06 13:08:48.0,2023-02-06 13:08:48.0,
18958030,693,1432,1144214,measurements,134350,,3,5.2,1,2023-02-06 13:24:05.0,2023-02-06 13:24:05.0,
18958097,693,1432,1706056,App\Models\NewFileCase,7803734,7803734,545,Ovariohisterectomie.,,2023-02-06 13:27:41.0,2023-02-06 13:27:41.0,
18958158,693,1432,2603775,measurements,134352,,3,6.7,1,2023-02-06 13:30:32.0,2023-02-06 13:30:32.0,
18958198,693,1432,2603780,measurements,134353,,3,7.5,1,2023-02-06 13:33:32.0,2023-02-06 13:33:32.0,
18963939,693,1432,2319319,measurements,134412,,3,12,1,2023-02-06 15:50:26.0,2023-02-06 15:50:26.0,
19046532,693,1432,2607272,App\Models\NewFileCase,7814658,7814658,314,Bazin,,2023-02-08 12:16:57.0,2023-02-08 12:16:57.0,
19046533,693,1432,2607272,App\Models\NewFileCase,7814658,7814658,315,VD,,2023-02-08 12:17:01.0,2023-02-08 12:17:01.0,
19046577,693,1432,2607272,App\Models\NewFileCase,7814658,7814658,316,"Articulatia coxo-femurala dreapta are unghiul Norberg = 123"". 
Articulatia coxo-femurala stanga are unghiul Norberg = 110"".",,2023-02-08 12:19:38.0,2023-02-08 12:19:38.0,
19047340,693,1432,362735,measurements,135097,,3,30.7,1,2023-02-08 12:43:32.0,2023-02-08 12:43:32.0,
19047856,693,1432,2607337,measurements,135102,,3,3.1,1,2023-02-08 12:53:53.0,2023-02-08 12:53:53.0,
19047941,693,1432,2607337,measurements,135103,,3,3.7,1,2023-02-08 12:56:22.0,2023-02-08 12:56:22.0,
19048618,693,1432,1680203,measurements,135114,,3,16,1,2023-02-08 13:29:38.0,2023-02-08 13:29:38.0,
19048638,693,1432,1680203,App\Models\NewFileCase,7815027,7815027,525,,,2023-02-08 13:30:34.0,2023-02-08 13:30:34.0,
19048640,693,1432,1680203,App\Models\NewFileCase,7815027,7815027,545,Ovariohisterectomie.,,2023-02-08 13:30:54.0,2023-02-08 13:30:54.0,
19048722,693,1432,2607393,measurements,135116,,3,2.6,1,2023-02-08 13:34:21.0,2023-02-08 13:34:21.0,
19048780,693,1432,2507842,measurements,135117,,3,2.8,1,2023-02-08 13:36:07.0,2023-02-08 13:36:07.0,
19049055,693,1432,2607432,measurements,135123,,3,8.3,1,2023-02-08 13:56:59.0,2023-02-08 13:56:59.0,
19049084,693,1432,2607432,App\Models\NewFileCase,7815162,7815162,530,P3,,2023-02-08 13:57:36.0,2023-02-08 13:57:36.0,
19049088,693,1432,2607432,App\Models\NewFileCase,7815162,7815162,532,Yes,,2023-02-08 13:57:43.0,2023-02-08 13:57:43.0,
19049203,693,1432,2607432,App\Models\NewFileCase,7815162,7815162,545,"Ovariohisterectomie + Cezariana ( gestatie cu 6 pui, 2 fatati morti, 3 morti intrauterin, 1 pui viabil ).",,2023-02-08 14:01:02.0,2023-02-08 14:01:02.0,
19052755,693,1432,2607680,measurements,135158,,3,4.8,1,2023-02-08 15:28:18.0,2023-02-08 15:28:18.0,
19091443,693,1432,2609220,App\Models\NewFileCase,7820532,7820532,660,Negative,,2023-02-09 14:44:54.0,2023-02-09 14:44:54.0,
19091445,693,1432,2609220,App\Models\NewFileCase,7820532,7820532,661,Negative,,2023-02-09 14:44:56.0,2023-02-09 14:44:56.0,
19795232,693,1432,2683905,measurements,202464,,3,23,1,2023-02-21 15:18:57.0,2023-02-21 15:18:57.0,
19795236,693,1432,2683905,measurements,202465,,3,23,1,2023-02-21 15:19:09.0,2023-02-21 15:19:09.0,
20010838,693,1432,2603775,measurements,204036,,3,9.4,1,2023-02-27 11:26:31.0,2023-02-27 11:26:31.0,
20011550,693,1432,2603737,measurements,204052,,3,0.98,1,2023-02-27 11:52:45.0,2023-02-27 11:52:45.0,
20011873,693,1432,2691250,measurements,204057,,3,0.88,1,2023-02-27 12:04:00.0,2023-02-27 12:04:00.0,
20011876,693,1432,2691250,measurements,204058,,3,1.03,1,2023-02-27 12:04:08.0,2023-02-27 12:04:08.0,
20011881,693,1432,2691250,measurements,204059,,3,1.4,1,2023-02-27 12:04:23.0,2023-02-27 12:04:23.0,
20059211,693,1432,2692960,measurements,204425,,3,10.4,1,2023-02-28 11:15:21.0,2023-02-28 11:15:21.0,
20067785,693,1432,2607393,measurements,204531,,3,3.4,1,2023-02-28 15:26:28.0,2023-02-28 15:26:28.0,
20068101,693,1432,2693481,measurements,204535,,3,3.7,1,2023-02-28 15:30:50.0,2023-02-28 15:30:50.0,
20161261,693,1432,2694842,measurements,240660,,3,4.3,1,2023-03-01 13:11:54.0,2023-03-01 13:11:54.0,
20161339,693,1432,2694842,App\Models\NewFileCase,8649740,8649740,606,"Nu mananca de 2 zile, este apatic",,2023-03-01 13:13:51.0,2023-03-01 13:13:51.0,
20161343,693,1432,2694842,App\Models\NewFileCase,8649740,8649740,3,4.3,1,2023-03-01 13:13:59.0,2024-09-26 22:38:00.0,
20161347,693,1432,2694842,App\Models\NewFileCase,8649740,8649740,4,39,3,2023-03-01 13:14:07.0,2024-09-27 21:31:10.0,
20161354,693,1432,2694842,App\Models\NewFileCase,8649740,8649740,549,Tacky,,2023-03-01 13:14:20.0,2023-03-01 13:14:23.0,
20161357,693,1432,2694842,App\Models\NewFileCase,8649740,8649740,548,,,2023-03-01 13:14:21.0,2023-03-01 13:14:22.0,
20161366,693,1432,2694842,App\Models\NewFileCase,8649740,8649740,546,> 2 seconds,,2023-03-01 13:14:28.0,2023-03-01 13:14:28.0,
20161554,693,1432,2694842,App\Models\NewFileCase,8649740,8649740,212,10.5 K/uL,,2023-03-01 13:20:24.0,2023-03-01 13:20:24.0,
20161557,693,1432,2694842,App\Models\NewFileCase,8649740,8649740,215,31.5 %,,2023-03-01 13:20:32.0,2023-03-01 13:20:32.0,
20161563,693,1432,2694842,App\Models\NewFileCase,8649740,8649740,214,9.9 g/dL,,2023-03-01 13:20:43.0,2023-03-01 13:20:43.0,
20161570,693,1432,2694842,App\Models\NewFileCase,8649740,8649740,219,31.4 g,,2023-03-01 13:21:02.0,2023-03-01 13:21:02.0,
20161573,693,1432,2694842,App\Models\NewFileCase,8649740,8649740,658,95,,2023-03-01 13:21:10.0,2023-03-01 13:21:10.0,
20161584,693,1432,2694842,App\Models\NewFileCase,8649740,8649740,227,9.5 K/uL,,2023-03-01 13:21:24.0,2023-03-01 13:21:24.0,
20161590,693,1432,2694842,App\Models\NewFileCase,8649740,8649740,216,106 k/uL,,2023-03-01 13:21:55.0,2023-03-01 13:21:55.0,
20161591,693,1432,2694842,App\Models\NewFileCase,8649740,8649740,666,Positive,,2023-03-01 13:21:55.0,2023-03-01 13:21:57.0,
20161731,693,1432,2694842,measurements,240671,,3,4.8,1,2023-03-01 13:31:13.0,2023-03-01 13:31:13.0,
20161936,693,1432,2694909,measurements,240677,,3,4.25,1,2023-03-01 13:42:11.0,2023-03-01 13:42:11.0,
20161958,693,1432,2694909,App\Models\NewFileCase,8649879,8649879,666,Positive,,2023-03-01 13:42:59.0,2023-03-01 13:42:59.0,
20161995,693,1432,2694909,App\Models\NewFileCase,8649879,8649879,4,39,3,2023-03-01 13:43:37.0,2024-09-27 21:31:10.0,
20161999,693,1432,2694909,App\Models\NewFileCase,8649879,8649879,3,4.250,1,2023-03-01 13:43:42.0,2024-09-26 22:38:00.0,
20162010,693,1432,2694909,App\Models\NewFileCase,8649879,8649879,549,Tacky,,2023-03-01 13:44:05.0,2023-03-01 13:44:06.0,
20162014,693,1432,2694909,App\Models\NewFileCase,8649879,8649879,546,> 2 seconds,,2023-03-01 13:44:08.0,2023-03-01 13:44:08.0,
20162091,693,1432,2694842,App\Models\NewFileCase,8649787,8649787,314,Abdomen,,2023-03-01 13:47:19.0,2023-03-01 13:47:19.0,
20162092,693,1432,2694842,App\Models\NewFileCase,8649787,8649787,315,LL,,2023-03-01 13:47:28.0,2023-03-01 13:47:28.0,
20162093,693,1432,2694842,App\Models\NewFileCase,8649787,8649787,316,Lichid intraabdominal.,,2023-03-01 13:47:35.0,2023-03-01 13:47:35.0,
20162222,693,1432,1149763,measurements,240680,,3,4.5,1,2023-03-01 13:51:42.0,2023-03-01 13:51:42.0,
21335949,693,1432,2851308,measurements,400202,,3,3.4,1,2023-03-17 15:43:57.0,2023-03-17 15:43:57.0,
21337242,693,1432,2694842,measurements,400219,,3,4.6,1,2023-03-17 16:05:35.0,2023-03-17 16:05:35.0,
21337293,693,1432,2694909,measurements,400220,,3,4,1,2023-03-17 16:05:49.0,2023-03-17 16:05:49.0,
21338288,693,1432,2603737,measurements,400228,,3,1.32,1,2023-03-17 16:23:47.0,2023-03-17 16:23:47.0,
21506769,693,1432,2858207,measurements,401623,,3,3,1,2023-03-22 14:53:18.0,2023-03-22 14:53:18.0,
21511985,693,1432,2858368,measurements,401653,,3,1.03,1,2023-03-22 16:04:29.0,2023-03-22 16:04:29.0,
21513945,693,1432,2603775,measurements,401673,,3,14,1,2023-03-22 16:40:15.0,2023-03-22 16:40:15.0,
21550902,693,1432,2859571,measurements,401943,,3,1.1,1,2023-03-23 13:20:43.0,2023-03-23 13:20:43.0,
21550941,693,1432,2859573,measurements,401944,,3,2.9,1,2023-03-23 13:22:19.0,2023-03-23 13:22:19.0,
21551324,693,1432,2859583,measurements,401947,,3,9.7,1,2023-03-23 13:31:16.0,2023-03-23 13:31:16.0,
21551464,693,1432,1271545,measurements,401948,,3,5.3,1,2023-03-23 13:33:27.0,2023-03-23 13:33:27.0,
21646909,693,1432,2371485,App\Models\NewFileCase,10793497,10793497,526,,,2023-03-25 11:27:16.0,2023-03-25 11:27:16.0,
21646913,693,1432,2371485,App\Models\NewFileCase,10793497,10793497,536,Scrotal Approach,,2023-03-25 11:27:18.0,2023-03-25 11:27:23.0,
21646925,693,1432,2371485,App\Models\NewFileCase,10793497,10793497,541,Vicryl (PGA),,2023-03-25 11:27:30.0,2023-03-25 11:27:39.0,
21649776,693,1432,2603737,measurements,402805,,3,2.1,1,2023-03-25 13:13:34.0,2023-03-25 13:13:34.0,
21649811,693,1432,2863066,measurements,402807,,3,7.7,1,2023-03-25 13:16:12.0,2023-03-25 13:16:12.0,
21722937,693,1432,2866658,measurements,406335,,3,2.8,1,2023-03-28 11:34:25.0,2023-03-28 11:34:25.0,
21723043,693,1432,1274295,measurements,406338,,3,4.8,1,2023-03-28 11:37:23.0,2023-03-28 11:37:23.0,
21723078,693,1432,2478614,measurements,406341,,3,22.6,1,2023-03-28 11:38:51.0,2023-03-28 11:38:51.0,
21725987,693,1432,2866864,measurements,406395,,3,8,1,2023-03-28 13:27:53.0,2023-03-28 13:27:53.0,
21726249,693,1432,2866885,measurements,406398,,3,10,1,2023-03-28 13:35:21.0,2023-03-28 13:35:21.0,
21726317,693,1432,2858368,measurements,406400,,3,1.1,1,2023-03-28 13:37:19.0,2023-03-28 13:37:19.0,
21726540,693,1432,2866915,App\Models\NewFileCase,10815466,10815466,525,Spay,,2023-03-28 13:49:42.0,2023-03-28 13:50:15.0,
21726544,693,1432,2866915,App\Models\NewFileCase,10815466,10815466,534,,,2023-03-28 13:49:52.0,2023-03-28 13:49:53.0,
21726558,693,1432,2866915,App\Models\NewFileCase,10815466,10815466,545,Ovariohisterectomie,,2023-03-28 13:50:37.0,2023-03-28 13:50:37.0,
21728246,693,1432,2561586,measurements,406428,,3,4.9,1,2023-03-28 14:46:36.0,2023-03-28 14:46:36.0,
21728326,693,1432,1344077,App\Models\NewFileCase,10815983,10815983,606,"A inceput sa tremure, este apatica, nu mananca.",,2023-03-28 14:49:49.0,2023-03-28 14:49:49.0,
21728348,693,1432,1344077,App\Models\NewFileCase,10815983,10815983,667,Positive,,2023-03-28 14:50:11.0,2023-03-28 14:50:11.0,
21728778,693,1432,2858207,measurements,406432,,3,3.5,1,2023-03-28 15:02:12.0,2023-03-28 15:02:12.0,
21733584,693,1432,2867479,measurements,406441,,3,7.4,1,2023-03-28 15:17:05.0,2023-03-28 15:17:05.0,
21734405,693,1432,2867515,measurements,406963,,3,2.6,1,2023-03-28 15:22:48.0,2023-03-28 15:22:48.0,
21734543,693,1432,2867523,measurements,406965,,3,3,1,2023-03-28 15:24:55.0,2023-03-28 15:24:55.0,
21735364,693,1432,1369381,measurements,406968,,3,39.9,1,2023-03-28 15:35:11.0,2023-03-28 15:35:11.0,
21737854,693,1432,2867611,measurements,406981,,3,7.5,1,2023-03-28 16:03:24.0,2023-03-28 16:03:24.0,
21797336,693,1432,2869272,measurements,407936,,3,8.4,1,2023-03-29 14:40:23.0,2023-03-29 14:40:23.0,
21797459,693,1432,2869284,measurements,407938,,3,9.2,1,2023-03-29 14:46:06.0,2023-03-29 14:46:06.0,
21799593,693,1432,401667,measurements,407950,,3,11,1,2023-03-29 15:24:19.0,2023-03-29 15:24:19.0,
21799786,693,1432,2858368,measurements,407952,,3,1.7,1,2023-03-29 15:26:25.0,2023-03-29 15:26:25.0,
21800127,693,1432,2869430,measurements,407954,,3,2.9,1,2023-03-29 15:32:37.0,2023-03-29 15:32:37.0,
21838743,693,1432,2870540,measurements,408166,,3,8,1,2023-03-30 10:20:41.0,2023-03-30 10:20:41.0,
21838819,693,1432,2870543,measurements,408167,,3,6.4,1,2023-03-30 10:22:41.0,2023-03-30 10:22:41.0,
21854238,693,1432,2419740,measurements,408339,,3,30,1,2023-03-30 16:31:09.0,2023-03-30 16:31:09.0,
22031241,693,1432,1370031,measurements,428789,,3,4,1,2023-04-03 14:47:18.0,2023-04-03 14:47:18.0,
22072292,693,1432,2867523,measurements,429114,,3,5.2,1,2023-04-04 11:46:37.0,2023-04-04 11:46:37.0,
22072377,693,1432,2867515,measurements,429117,,3,4.4,1,2023-04-04 11:48:39.0,2023-04-04 11:48:39.0,
22079277,693,1432,2509396,measurements,429220,,3,5.3,1,2023-04-04 15:18:39.0,2023-04-04 15:18:39.0,
22079341,693,1432,2867479,measurements,429221,,3,7.8,1,2023-04-04 15:20:05.0,2023-04-04 15:20:05.0,
22079353,693,1432,1840144,measurements,429223,,3,6,1,2023-04-04 15:21:05.0,2023-04-04 15:21:05.0,
22079725,693,1432,2888282,measurements,429225,,3,8.2,1,2023-04-04 15:25:17.0,2023-04-04 15:25:17.0,
22079914,693,1432,1369366,measurements,429227,,3,6.4,1,2023-04-04 15:28:16.0,2023-04-04 15:28:16.0,
22125649,693,1432,2899452,measurements,429590,,3,7.9,1,2023-04-05 13:50:33.0,2023-04-05 13:50:33.0,
22125703,693,1432,2867611,measurements,429593,,3,9.4,1,2023-04-05 13:55:11.0,2023-04-05 13:55:11.0,
22127105,693,1432,2856474,measurements,429614,,3,5,1,2023-04-05 14:47:58.0,2023-04-05 14:47:58.0,
22127408,693,1432,2936488,measurements,429618,,3,1,1,2023-04-05 15:06:27.0,2023-04-05 15:06:27.0,
24220248,693,1432,1500385,measurements,543661,,3,56,1,2023-04-11 11:31:48.0,2023-04-11 11:31:48.0,
24220497,693,1432,2867479,measurements,543663,,3,8.8,1,2023-04-11 11:36:27.0,2023-04-11 11:36:27.0,
24409097,693,1432,2867515,measurements,545012,,3,7.2,1,2023-04-14 11:47:24.0,2023-04-14 11:47:24.0,
24409208,693,1432,2867523,measurements,545014,,3,8.5,1,2023-04-14 11:50:21.0,2023-04-14 11:50:21.0,
24519987,693,1432,2937647,measurements,546028,,3,1.4,1,2023-04-18 09:16:49.0,2023-04-18 09:16:49.0,
24522825,693,1432,3224386,measurements,546101,,3,4.3,1,2023-04-18 11:07:17.0,2023-04-18 11:07:17.0,
24522866,693,1432,3224386,measurements,546104,,3,6.2,1,2023-04-18 11:08:47.0,2023-04-18 11:08:47.0,
24891204,693,1432,3228229,measurements,547073,,3,4.8,1,2023-04-20 12:20:30.0,2023-04-20 12:20:30.0,
25238494,693,1432,3292537,App\Models\NewFileCase,12245487,12245487,606,Pacientul s-a taiat la piciorul stg spate si ii curge foarte mult sange.,,2023-04-26 16:32:54.0,2023-04-26 16:32:54.0,
25238504,693,1432,3292537,App\Models\NewFileCase,12245487,12245487,4,39,3,2023-04-26 16:33:07.0,2024-09-27 21:31:10.0,
25238514,693,1432,3292537,App\Models\NewFileCase,12245487,12245487,504,3,,2023-04-26 16:33:25.0,2023-04-26 16:33:25.0,
25238525,693,1432,3292537,App\Models\NewFileCase,12245487,12245487,560,3,,2023-04-26 16:33:30.0,2023-04-26 16:33:31.0,
25238530,693,1432,3292537,App\Models\NewFileCase,12245487,12245487,506,Normal,,2023-04-26 16:33:35.0,2023-04-26 16:33:35.0,
25238556,693,1432,3292537,App\Models\NewFileCase,12245487,12245487,362,Agitat,,2023-04-26 16:33:43.0,2023-04-26 16:33:43.0,
25238557,693,1432,3292537,App\Models\NewFileCase,12245487,12245487,548,Pink,,2023-04-26 16:33:43.0,2023-04-26 16:33:45.0,
25238562,693,1432,3292537,App\Models\NewFileCase,12245487,12245487,549,Moist,,2023-04-26 16:33:48.0,2023-04-26 16:33:48.0,
25238564,693,1432,3292537,App\Models\NewFileCase,12245487,12245487,546,< 2 seconds,,2023-04-26 16:33:54.0,2023-04-26 16:33:54.0,
25238624,693,1432,3292537,App\Models\NewFileCase,12245487,12245487,587,Domitor + Butomidor,,2023-04-26 16:34:29.0,2023-04-26 16:34:45.0,
25238910,693,1432,3292537,App\Models\NewFileCase,12245487,12245487,588,"Sutura plaga la nivel plantar al membrului posterior stang. Plaga adanca cu afectarea vaselor de sange. S-au suturat vase, piele si prinita principala.",,2023-04-26 16:37:32.0,2023-04-26 16:37:32.0,
25239091,693,1432,3292537,App\Models\NewFileCase,12245487,12245487,590,"Tratament cu Synulox, Clostetan timp de 3 zile. Din a 2-a zi s-a introdus si Metacam inj.",,2023-04-26 16:40:25.0,2023-04-26 16:40:25.0,
25239266,693,1432,3292537,App\Models\NewFileCase,12245583,12245583,603,Tratament cu Clamoxyl si Metacam.,,2023-04-26 16:42:38.0,2023-04-26 16:42:38.0,
25239351,693,1432,3292537,App\Models\NewFileCase,12245604,12245604,603,Tratament cu Clamoxyl.,,2023-04-26 16:44:24.0,2023-04-26 16:44:24.0,
25372495,693,1432,3190476,App\Models\NewFileCase,12261287,12261287,525,,,2023-04-29 09:56:34.0,2023-04-29 09:56:35.0,
25372499,693,1432,3190476,App\Models\NewFileCase,12261287,12261287,545,Ovariohisterectomie,,2023-04-29 09:56:55.0,2023-04-29 09:56:55.0,
25372941,693,1432,2867479,App\Models\NewFileCase,12261446,12261446,545,Ovariohisterectomie,,2023-04-29 10:20:23.0,2023-04-29 10:20:23.0,
25372979,693,1432,3296724,measurements,564916,,3,2.7,1,2023-04-29 10:22:23.0,2023-04-29 10:22:23.0,
25373010,693,1432,2867611,measurements,564919,,3,12,1,2023-04-29 10:23:48.0,2023-04-29 10:23:48.0,
25375499,693,1432,1344107,measurements,564985,,3,4.1,1,2023-04-29 12:06:00.0,2023-04-29 12:06:00.0,
25375595,693,1432,3296886,measurements,564989,,3,11.7,1,2023-04-29 12:11:53.0,2023-04-29 12:11:53.0,
25375846,693,1432,3296679,measurements,564995,,3,11.5,1,2023-04-29 12:23:29.0,2023-04-29 12:23:29.0,
25377326,693,1432,2693451,measurements,565012,,3,19,1,2023-04-29 13:02:29.0,2023-04-29 13:02:29.0,
25377633,693,1432,3297016,measurements,565021,,3,13.5,1,2023-04-29 13:20:28.0,2023-04-29 13:20:28.0,
25377659,693,1432,2938957,measurements,565023,,3,16.5,1,2023-04-29 13:22:29.0,2023-04-29 13:22:29.0,
25377741,693,1432,3224386,measurements,565026,,3,7.8,1,2023-04-29 13:28:09.0,2023-04-29 13:28:09.0,
25461256,693,1432,3304732,measurements,569143,,3,0.85,1,2023-05-02 16:58:52.0,2023-05-02 16:58:52.0,
25461645,693,1432,3304750,measurements,569149,,3,2.6,1,2023-05-02 17:02:26.0,2023-05-02 17:02:26.0,
25522430,693,1432,3306848,measurements,569661,,3,3.6,1,2023-05-03 15:36:47.0,2023-05-03 15:36:47.0,
25522747,693,1432,3306856,measurements,569663,,3,14.6,1,2023-05-03 15:40:14.0,2023-05-03 15:40:14.0,
25683536,693,1432,2213246,measurements,588942,,3,3.8,1,2023-05-04 10:54:23.0,2023-05-04 10:54:23.0,
25683715,693,1432,3335747,measurements,588943,,3,7.2,1,2023-05-04 10:57:13.0,2023-05-04 10:57:13.0,
25684084,693,1432,3335764,measurements,588948,,3,27,1,2023-05-04 11:04:17.0,2023-05-04 11:04:17.0,
26903415,693,1432,1270366,measurements,599739,,3,34,1,2023-05-25 14:14:41.0,2023-05-25 14:14:41.0,
26907253,693,1432,3435095,measurements,599778,,3,2.2,1,2023-05-25 15:41:35.0,2023-05-25 15:41:35.0,
26907372,693,1432,3296679,measurements,599780,,3,15.3,1,2023-05-25 15:42:55.0,2023-05-25 15:42:55.0,
26907837,693,1432,3435115,measurements,599781,,3,3.3,1,2023-05-25 15:46:06.0,2023-05-25 15:46:06.0,
29352113,693,1432,3739928,measurements,868274,,3,14,1,2023-06-20 11:50:22.0,2023-06-20 11:50:22.0,
29498213,693,1432,3744271,measurements,869288,,3,28,1,2023-06-22 11:45:23.0,2023-06-22 11:45:23.0,
29513561,693,1432,1706783,measurements,869445,,3,6.7,1,2023-06-22 16:24:35.0,2023-06-22 16:24:35.0,
29514856,693,1432,3745026,measurements,869450,,3,7,1,2023-06-22 16:31:23.0,2023-06-22 16:31:23.0,
29550381,693,1432,3296913,measurements,869769,,3,2.5,1,2023-06-23 11:57:07.0,2023-06-23 11:57:07.0,
29550501,693,1432,3296895,measurements,869770,,3,7.2,1,2023-06-23 11:58:53.0,2023-06-23 11:58:53.0,
29555474,693,1432,3746639,measurements,869841,,3,2.5,1,2023-06-23 14:14:40.0,2023-06-23 14:14:40.0,
29555664,693,1432,3306856,measurements,869844,,3,17.7,1,2023-06-23 14:18:28.0,2023-06-23 14:18:28.0,
29555715,693,1432,2371479,measurements,869846,,3,9.5,1,2023-06-23 14:19:34.0,2023-06-23 14:19:34.0,
29555800,693,1432,3746661,measurements,869848,,3,2.5,1,2023-06-23 14:22:36.0,2023-06-23 14:22:36.0,
29556323,693,1432,3746738,measurements,869859,,3,4,1,2023-06-23 14:43:02.0,2023-06-23 14:43:02.0,
29564045,693,1432,3432402,measurements,869930,,3,1.67,1,2023-06-23 16:19:27.0,2023-06-23 16:19:27.0,
29565824,693,1432,3335764,measurements,869948,,3,29.7,1,2023-06-23 16:41:41.0,2023-06-23 16:41:41.0,
29566561,693,1432,3432669,measurements,869950,,3,10.5,1,2023-06-23 16:43:33.0,2023-06-23 16:43:33.0,
29641783,693,1432,3750087,measurements,870867,,3,12,1,2023-06-26 13:29:55.0,2023-06-26 13:29:55.0,
29641920,693,1432,3750097,measurements,870873,,3,11,1,2023-06-26 13:37:07.0,2023-06-26 13:37:07.0,
29706612,693,1432,3752090,measurements,887215,,3,42,1,2023-06-27 11:49:05.0,2023-06-27 11:49:05.0,
30143294,693,1432,3435115,measurements,945932,,3,3.7,1,2023-06-27 15:34:35.0,2023-06-27 15:34:35.0,
30144307,693,1432,3435095,measurements,945940,,3,2.8,1,2023-06-27 15:43:59.0,2023-06-27 15:43:59.0,
30144790,693,1432,1653694,measurements,945944,,3,8.7,1,2023-06-27 15:49:24.0,2023-06-27 15:49:24.0,
30195304,693,1432,3764701,measurements,946389,,3,33.7,1,2023-06-28 13:14:45.0,2023-06-28 13:14:45.0,
30195369,693,1432,3764701,App\Models\NewFileCase,15139807,15139807,606,Cainele a fost lovit de masina seara precedenta. Se ridica greu de jos si are o umflatura in zona inghinala.,,2023-06-28 13:17:34.0,2023-06-28 13:17:34.0,
30195370,693,1432,3764701,App\Models\NewFileCase,15139807,15139807,3,33.7,1,2023-06-28 13:17:39.0,2024-09-26 22:38:00.0,
30195373,693,1432,3764701,App\Models\NewFileCase,15139807,15139807,4,39,3,2023-06-28 13:17:47.0,2024-09-27 21:31:10.0,
30195378,693,1432,3764701,App\Models\NewFileCase,15139807,15139807,5,85,,2023-06-28 13:17:59.0,2023-06-28 13:17:59.0,
30195381,693,1432,3764701,App\Models\NewFileCase,15139807,15139807,504,5,,2023-06-28 13:18:16.0,2023-06-28 13:18:18.0,
30195386,693,1432,3764701,App\Models\NewFileCase,15139807,15139807,560,2,,2023-06-28 13:18:29.0,2023-06-28 13:18:29.0,
30195389,693,1432,3764701,App\Models\NewFileCase,15139807,15139807,506,Normal,,2023-06-28 13:18:31.0,2023-06-28 13:18:34.0,
30195397,693,1432,3764701,App\Models\NewFileCase,15139807,15139807,505,BAR,,2023-06-28 13:18:38.0,2023-06-28 13:18:38.0,
30195400,693,1432,3764701,App\Models\NewFileCase,15139807,15139807,548,Pink,,2023-06-28 13:18:50.0,2023-06-28 13:18:50.0,
30195401,693,1432,3764701,App\Models\NewFileCase,15139807,15139807,549,Moist,,2023-06-28 13:18:51.0,2023-06-28 13:18:51.0,
30195404,693,1432,3764701,App\Models\NewFileCase,15139807,15139807,546,< 2 seconds,,2023-06-28 13:18:54.0,2023-06-28 13:18:54.0,
30195424,693,1432,3764701,App\Models\NewFileCase,15139807,15139807,314,Zona lombara,,2023-06-28 13:20:07.0,2023-06-28 13:20:07.0,
30195425,693,1432,3764701,App\Models\NewFileCase,15139807,15139807,315,LL + VD,,2023-06-28 13:20:18.0,2023-06-28 13:20:18.0,
30195435,693,1432,3764701,App\Models\NewFileCase,15139807,15139807,316,"Fractura simpla, oblica, cu deplasare de pubis drept. Coxartroza bilaterala.",,2023-06-28 13:21:36.0,2023-06-28 13:21:36.0,
30195466,693,1432,3764701,App\Models\NewFileCase,15139807,15139807,317,"Tratament cu Tolfedol x 3.4 ml sc, Drotavet x 2 ml.",,2023-06-28 13:23:58.0,2023-06-28 13:23:58.0,
32038835,693,1432,3224161,measurements,1255384,,3,2.13,1,2023-06-30 15:35:54.0,2023-06-30 15:35:54.0,
32038908,693,1432,3224171,measurements,1255385,,3,2.015,1,2023-06-30 15:37:22.0,2023-06-30 15:37:22.0,
