id,pet_id,reminder_protocol_usage_itemable_type,reminder_protocol_name,name,administration_date,due_date
1741387,3887077,HistoricalTreatment,Vaccin Antirabic,Rabisin ( E73492/19.11.24),2023-05-24,
1741386,3887137,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (0129055B01/06.24) + Nobivac Lepto ( A707A01/11.23),2023-05-10,
1741382,3887411,HistoricalTreatment,Vaccinuri,Nobiv Tricat Trio ( A431B01/10.25),2023-06-19,
1741380,3887552,HistoricalTreatment,Vaccinuri,Purevax RCP (E03624/07.23),2023-05-27,
1741379,3887575,HistoricalTreatment,Vaccinuri,Purevax RCP (E03624/07.23),2023-05-27,
1738350,3892806,HistoricalTreatment,Vaccinuri,Nobivac Tricat Trio (A431B01/10.25),2023-05-27,
490049,3932837,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A705D01/12.24) + Nobivac Lepto ( A708B02/01.24),2023-09-08,
1738344,3933024,HistoricalTreatment,Vaccinuri,Purevax RCP (E45921/21.10.2023) + Rabisin (E73492/19.11.2024),2023-05-29,
1738343,3933030,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (0129055B01/07.24) + Nobiva RL (A300A03/06.24),2023-05-29,
1738340,3933047,HistoricalTreatment,Medicație deparazitare externă,Simparica,2023-05-29,
1738341,3933047,HistoricalTreatment,Medicație deparazitare internă,Drontal Plus Flavour,2023-05-29,
1738342,3933047,HistoricalTreatment,Vaccinuri,Nobivac Parvo-C (A126A01/03.25),2023-05-29,
3578560,3933071,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (0129055B01/07.24) + Nobiva RL (A300A03/06.24),2023-05-29,
6921961,3933071,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2024-05-30,
6921962,3933071,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2024-05-30,
1738317,3935304,HistoricalTreatment,Vaccinuri,Nobivac Tricat Trio (A431B01/10.25),2023-05-30,
1738316,3935320,HistoricalTreatment,Vaccinuri,Nobivac Tricat Trio (A431B01/10.25),2023-05-30,
1738314,3935389,HistoricalTreatment,Vaccin Antirabic,Rabisin ( E73492/19.11.24),2023-05-31,
1738315,3935389,HistoricalTreatment,Vaccinuri,Nobivac DHP (A156D01/06.24) + Nobivac Lepto ( A708B02/01.24),2023-05-31,
1738312,3935565,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-06-02,
1738313,3935565,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A701C01/10.24) + Nobivac Lepto (A708B01/01.24),2023-06-02,
3590627,3935597,HistoricalTreatment,Vaccinuri,Nobivac DHP (A156D01/06.24) + Nobivac Lepto (A707A01/11.23),2023-06-02,
1737219,3949116,HistoricalTreatment,Vaccinuri,Nobivac Parvo-C (A126A01/03.25),2023-06-03,
5481047,4081289,HistoricalTreatment,Vaccinuri,Nobivac Parvo-C (A126A01/03.25),2023-06-06,
5609176,4081289,HistoricalTreatment,Vaccinuri,Nobivac DHP (A164B01/11.24) + Nobivac Lepto ( A708B02/01.24),2023-07-11,
1582889,4083082,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A701C01/10.24) + Nobivac Lepto (A708B02/01.24),2023-06-22,
5481095,4083082,HistoricalTreatment,Vaccinuri,Nobivac Lepto (A708B01/01.24),2023-06-06,
5609173,4083082,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-07-11,
5481096,4083089,HistoricalTreatment,Vaccinuri,Nobivac Tricat Trio (A431B01/10.25),2023-06-07,
1590373,4106107,HistoricalTreatment,Vaccin Antirabic,Rabisin ( E73492/19.11.24),2023-06-10,
1590374,4106107,HistoricalTreatment,Vaccinuri,Nobivac DHP (A164B01/11.24) + Nobivac Lepto ( A708B02/01.24),2023-06-10,
1582847,4106525,HistoricalTreatment,Vaccinuri,Nobivac DHP (A154B01/05.24) + Nobivac Lepto (A708B01/01.24),2023-06-23,
1590370,4106525,HistoricalTreatment,Vaccinuri,Nobivac Parvo-C (A126A01/03.25),2023-06-12,
5634741,4106525,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A701C01/10.24),2023-07-24,
1588796,4112656,HistoricalTreatment,Medicație deparazitare externă,Nexgard Combo,2023-06-14,
8736713,4112656,HistoricalTreatment,Vaccinuri,Purevax RCPChFeLV (F93677/04.25) + Rabisin (E99439/03.11.2025),2024-09-09,
1588795,4112665,HistoricalTreatment,Medicație deparazitare externă,Nexgard Combo,2023-06-14,
8736714,4112665,HistoricalTreatment,Vaccinuri,Purevax RCPChFeLV (F93677/04.25) + Rabisin (E99439/03.11.2025),2024-09-09,
3853244,4112973,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A701C01/10.24) + Nobivac RL (A301A01/10.24),2023-06-16,
1588791,4112988,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A701C01/10.24) + Nobivac RL (A301A01/10.24),2023-06-17,
1582901,4152788,HistoricalTreatment,Vaccinuri,Rabisin ( E73492/19.11.24),2023-06-19,
1582900,4152869,HistoricalTreatment,Vaccinuri,Rabisin ( E73492/19.11.24),2023-06-19,
1582898,4152907,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-06-19,
1582899,4152907,HistoricalTreatment,Vaccinuri,Nobivac DHP (A164B01/11.24) + Nobivac Lepto ( A708B02/01.24),2023-06-19,
1582892,4153110,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-06-20,
1582890,4153146,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A701C01/10.24) + Nobivac RL ( A300A03/06.24),2023-06-21,
1582890,4153146,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A701C01/10.24) + Nobivac RL ( A300A03/06.24),2023-06-21,
1582888,4153168,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-06-06,
5609213,4153168,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-07-13,
1582848,4156005,HistoricalTreatment,Vaccinuri,Nobivac Parvo-C (A126A01/03.25),2023-03-26,
1582845,4156055,HistoricalTreatment,Medicație deparazitare externă,Prinocate,2023-06-26,
1582846,4156055,HistoricalTreatment,Vaccinuri,Nobivac Parvo-C (A126A01/03.25),2023-06-26,
5531597,4156055,HistoricalTreatment,Vaccinuri,Nobivac DHP (A164B01/11.24) + Nobivac Lepto ( A708B02/01.24),2023-07-10,
5634745,4156055,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A701C01/10.24),2023-07-24,
489912,4156238,HistoricalTreatment,Vaccinuri,Nobivac Tricat Trio (A434A01/11.25),2023-09-26,
1582844,4156238,HistoricalTreatment,Vaccinuri,Nobivac Tricat trio (A424A01/02.25)+ Rabisin ( L495181/16.04.24),2023-06-26,
1582840,4156591,HistoricalTreatment,Vaccinuri,Purevax RCP (E45921/21.10.2023),2023-06-28,
1582841,4156591,HistoricalTreatment,Medicație deparazitare internă,Milprazon,2023-06-21,
1582829,4157835,HistoricalTreatment,Vaccinuri,Nobivac Parvo-C (A129A01/06.25),2023-06-28,
5634726,4157835,HistoricalTreatment,Vaccin Antirabic,Rabisin ( E73492/19.11.24),2023-07-21,
1582828,4157864,HistoricalTreatment,Vaccinuri,Nobivac DP Plus ( A212B02/02.25),2023-06-29,
5634727,4157864,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A701C01/10.24) + Nobivac RL (A301A01/10.24),2023-07-22,
601154,4158536,HistoricalTreatment,Vaccinuri,Nobivac Tricat Trio (A431B01/10.25) + Rabisin (E73492/19.11.23),2023-06-30,
1582819,4158546,HistoricalTreatment,Medicație deparazitare externă,Stronghold Plus,2023-06-30,
1582820,4158546,HistoricalTreatment,Vaccinuri,Nobivac Tricat Trio (A431B01/10.25),2023-06-30,
1582820,4158546,HistoricalTreatment,Vaccinuri,Nobivac Tricat Trio (A431B01/10.25),2023-06-30,
1582812,4159757,HistoricalTreatment,Medicație deparazitare externă,Credelio,2023-06-19,
1582809,4159778,HistoricalTreatment,Medicație deparazitare internă,Milprazon,2023-07-07,
1582811,4159778,HistoricalTreatment,Vaccinuri,Purevax  RCP (E45921/21.10.2023),2023-07-01,
1582787,4160236,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-07-01,
1582788,4160236,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A701C02/10.24) + Nobivac Lepto ( A708B02/01.24),2023-07-01,
5531529,4264691,HistoricalTreatment,Vaccinuri,Purevax  RCP (E45921/21.10.2023),2023-07-03,
5531530,4264873,HistoricalTreatment,Medicație deparazitare externă,Nexgard Combo,2023-07-04,
5531532,4264939,HistoricalTreatment,Vaccinuri,Nobivac Parvo-C (A126A01/03.25),2023-07-04,
5531533,4264939,HistoricalTreatment,Medicație deparazitare internă,Anthelmin,2023-07-04,
5531534,4264990,HistoricalTreatment,Vaccinuri,Nobivac Tricat Trio (A431B01/10.25) + Rabisin (E73492/19.11.23),2023-07-04,
5531535,4264990,HistoricalTreatment,Medicație deparazitare internă,Milprazon,2023-07-04,
5531564,4266789,HistoricalTreatment,Vaccinuri,Nobivac DHP (A164B01/11.24) + Nobivac Lepto ( A708B02/01.24),2023-07-04,
5531565,4266789,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-07-01,
5531567,4266819,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (0129055B01/07.24) + Nobiva RL (A300A03/06.24),2023-07-04,
5531568,4266824,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A701C02/07.24) + Nobivac RL (A300A03/01.24),2023-07-04,
5531569,4266837,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-07-05,
5531599,4269681,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-07-10,
5531601,4269875,HistoricalTreatment,Medicație deparazitare internă,Drontal Puppy,2023-07-06,
5609215,4269875,HistoricalTreatment,Vaccinuri,Nobivac DP (A212B02/02.25),2023-07-14,
4052751,4270079,HistoricalTreatment,Vaccinuri,Nobivac Tricat Trio (A431B01/10.25) + Rabisin (E73492/19.11.23),2023-07-07,
5531605,4270084,HistoricalTreatment,Vaccinuri,Nobivac Parvo-C (A126A01/03.25),2023-07-07,
5634721,4270084,HistoricalTreatment,Vaccinuri,Nobivac DHP (A164B01/11.24) + Nobivac Lepto ( A708B02/01.24),2023-07-21,
489968,4270099,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A705D01/12.24) + Nobivac Lepto (A715A01/01.25),2023-09-14,
5531606,4270099,HistoricalTreatment,Vaccinuri,Nobivac Parvo-C (A126A01/03.25),2023-07-07,
5634722,4270099,HistoricalTreatment,Vaccinuri,Nobivac DHP (A164B01/11.24) + Nobivac Lepto ( A708B02/01.24),2023-07-21,
5531607,4270107,HistoricalTreatment,Medicație deparazitare externă,Nexgard Combo,2023-07-07,
5531608,4270129,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A701C01/10.24) + Nobivac RL (A301A02/10.24),2023-07-07,
5531609,4270149,HistoricalTreatment,Vaccinuri,Nobivac Tricat Trio ( A431B01/10.25),2023-07-08,
5531610,4270149,HistoricalTreatment,Medicație deparazitare externă,Stronghold Plus,2023-07-08,
5531611,4270150,HistoricalTreatment,Vaccinuri,Nobivac Parvo-C (A126A01/03.25),2023-07-08,
5531612,4270155,HistoricalTreatment,Vaccinuri,Nobivac DHP (A164B01/11.24) + Nobivac Lepto ( A708B02/01.24),2023-07-10,
5531613,4270155,HistoricalTreatment,Medicație deparazitare externă,Simparica,2023-07-10,
5531615,4270251,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A701C02/10.24) + Nobivac Lepto ( A708B02/01.24),2023-07-10,
5634748,4270251,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A701C01/10.24),2023-07-25,
5531616,4270261,HistoricalTreatment,Medicație deparazitare externă,Nexgard Combo,2023-07-10,
5531617,4270271,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A701C01/10.24) + Nobivac Lepto ( A708B02/01.24),2023-07-10,
1560170,4273343,HistoricalTreatment,Medicație deparazitare externă,Stronghold Plus,2023-07-10,
1560171,4273343,HistoricalTreatment,Vaccinuri,Nobivac Tricat Trio (A431B01/10.25),2023-07-10,
1560168,4273353,HistoricalTreatment,Vaccinuri,Purevax  RCPCh (E24496/19.10.23),2023-07-10,
1560165,4273506,HistoricalTreatment,Vaccin Antirabic,Rabisin ( E73492/19.11.24),2023-07-10,
1560166,4273506,HistoricalTreatment,Vaccinuri,Nobivac DHP (A164B01/11.24) + Nobivac Lepto ( A708B02/01.24),2023-07-10,
1560161,4273613,HistoricalTreatment,Vaccin Antirabic,Rabisin ( E73492/19.11.24),2023-07-10,
1560162,4273613,HistoricalTreatment,Vaccinuri,Nobivac DHP (A175A01/03.25) + Nobivac Lepto ( A708B02/01.24),2023-07-10,
5609177,4385660,HistoricalTreatment,Vaccinuri,Nobivac Tricat Trio ( A431B01/10.25),2023-07-12,
5609178,4385660,HistoricalTreatment,Medicație deparazitare internă,Milprazon,2023-07-12,
5609180,4385710,HistoricalTreatment,Vaccinuri,Nobivac DHPPI ( A701C02/10.24) + Nobivac RL (A301A02/10.24),2023-07-12,
5609181,4385710,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-07-12,
5609182,4385717,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A701C02/10.24) + Nobivac RL (A301A02/1.24),2023-07-12,
5609183,4385717,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-07-12,
5609184,4385749,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A701C02/10.24) + Nobivac RL (A301A02/1.24),2023-07-12,
5609201,4387219,HistoricalTreatment,Vaccinuri,nobivac DHP ( A164B01/11.24) + Nobivac Lepto ( A708B02/01.24),2023-07-12,
5609202,4387219,HistoricalTreatment,Medicație deparazitare externă,Prinocate,2023-07-12,
8710739,4387219,HistoricalTreatment,Medicație deparazitare internă,Drontal Plus Flavour,2024-08-19,
5609203,4387221,HistoricalTreatment,Vaccinuri,Purevax  RCP (E45921/21.10.2023),2023-07-12,
8710744,4387221,HistoricalTreatment,Medicație deparazitare externă,Nexgard Combo,2024-11-13,
5609205,4387234,HistoricalTreatment,Vaccinuri,Nobivac KC (A141D01/03.25),2023-07-12,
5609207,4387529,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-07-12,
5609206,4387533,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-07-12,
5609208,4387541,HistoricalTreatment,Vaccinuri,Nobivac DHP (A175A01/03.25) + Nobivac Lepto ( A708B02/01.24),2023-07-12,
5609209,4387541,HistoricalTreatment,Vaccin Antirabic,Rabisin,2023-07-12,
5609210,4387550,HistoricalTreatment,Vaccinuri,Purevax  RCP (E45921/21.10.2023),2023-07-13,
5609211,4387550,HistoricalTreatment,Medicație deparazitare externă,Nexgard Combo,2023-07-13,
6883736,4387550,HistoricalTreatment,Vaccinuri,Biocan M ( 745130A/12.24),2024-05-02,
6883739,4387550,HistoricalTreatment,Medicație deparazitare externă,Nexgard Combo,2024-05-02,
5609212,4387555,HistoricalTreatment,Vaccinuri,Nobivac DHP (A164B01/11.24) + Nobivac Lepto ( A708B02/01.24),2023-07-13,
5634759,4387555,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A701C01/01.24) + Nobivac Lepto (A708B02/01.24),2023-07-27,
5634737,4387568,HistoricalTreatment,Vaccinuri,Nobivac DHP (A164B01/11.24) + Nobivac Lepto ( A708B02/01.24),2023-07-24,
5634738,4387568,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-07-26,
5609214,4387618,HistoricalTreatment,Vaccinuri,Purevax  RCP (E45921/21.10.2023),2023-07-14,
7508943,4387883,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2024-07-17,
5609218,4387895,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-07-15,
489914,4391725,HistoricalTreatment,Vaccinuri,Nobivac Tricat Trio (A434A01/11,2023-09-25,
5609244,4391725,HistoricalTreatment,Vaccinuri,Nobivac Tricat trio (A424A01/02.25),2023-07-15,
489916,4391738,HistoricalTreatment,Vaccinuri,Nobivac Tricat Trio (A434A01/11,2023-09-25,
5609245,4391738,HistoricalTreatment,Vaccinuri,Nobivac Tricat Trio (A424E01/02.25),2023-07-15,
5609252,4391805,HistoricalTreatment,Vaccinuri,Nobivac DP (A212B02/02.25),2023-07-15,
5609253,4391931,HistoricalTreatment,Vaccinuri,Nobivac DP (A212B02/02.25),2023-07-15,
5609255,4392016,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-07-17,
5609256,4392024,HistoricalTreatment,Vaccinuri,Nobivac DHP (A164B01/11.24) + Nobivac Lepto ( A708B02/01.24),2023-07-17,
5609257,4392024,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-07-17,
5634650,4403115,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A701C02/07.24) + Nobivac RL (A300A03/01.24),2023-07-17,
5634651,4403128,HistoricalTreatment,Vaccinuri,Nobivac DHP (A175A01/03.25) + Nobivac Lepto ( A708B02/01.24),2023-07-17,
5634652,4403128,HistoricalTreatment,Vaccin Antirabic,Rabisin ( E73492/19.11.24),2023-07-17,
5634656,4403275,HistoricalTreatment,Vaccinuri,Nobivac DHP (A175A01/03.25) + Nobivac Lepto ( A708B02/01.24),2023-07-17,
5634657,4403275,HistoricalTreatment,Vaccin Antirabic,Rabisin ( E73492/19.11.24),2023-07-17,
5634665,4403317,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (0129079C01/10.24) + Nobivac RL (A301A01/10.24),2023-07-18,
2948598,4405406,HistoricalTreatment,Vaccinuri,Nobivac DHP (A175A01/03.25) + Nobivac Lepto ( A708B02/01.24),2023-08-01,
2948602,4405406,HistoricalTreatment,Medicație deparazitare internă,Anthelmin,2023-08-01,
5634689,4405406,HistoricalTreatment,Vaccinuri,Nobivac Parvo-C (A126A01/03.25),2023-07-19,
5634690,4405413,HistoricalTreatment,Vaccinuri,Nobivac DP Plus ( A212B02/02.25),2023-07-19,
5634691,4405422,HistoricalTreatment,Vaccinuri,Nobivac RCPCh (E24496/19.10.2023) + Rabisin ( E73492/19.11.2024),2023-07-19,
5634720,4405422,HistoricalTreatment,Medicație deparazitare externă,Nexgard Combo,2023-07-28,
5634692,4405473,HistoricalTreatment,Vaccinuri,Purevax  RCP (E45921/21.10.2023),2023-07-20,
5634693,4405473,HistoricalTreatment,Medicație deparazitare internă,Milprazon,2023-07-20,
5634723,4407071,HistoricalTreatment,Vaccinuri,Purevax RCP (E45921/21.10.2023) + Rabisin (E73492/19.11.2024),2023-07-21,
5634724,4407073,HistoricalTreatment,Vaccinuri,Nobivac DHP (A175A01/03.25) + Nobivac Lepto ( A708B02/01.24),2023-07-21,
5634725,4407073,HistoricalTreatment,Vaccin Antirabic,Rabisin ( E73492/19.11.24),2023-07-21,
5634730,4407107,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A705D01/12.24) + Nobivac RL (A301A02/12.24),2023-07-23,
5634731,4407109,HistoricalTreatment,Vaccinuri,Nobivac DHP (A164B01/11.24) + Nobivac Lepto ( A708B02/01.24),2023-07-24,
5634732,4407109,HistoricalTreatment,Vaccin Antirabic,Rabisin ( E73492/19.11.24),2023-07-24,
5634733,4407111,HistoricalTreatment,Vaccinuri,Nobivac DHP (A164B01/11.24) + Nobivac Lepto ( A708B02/01.24),2023-07-24,
5634734,4407111,HistoricalTreatment,Vaccin Antirabic,Rabisin ( E73492/19.11.24),2023-07-24,
5634735,4407112,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A705D01/12.24) + Nobivac RL (A301A01/12.24),2023-07-24,
5634736,4407115,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A705D01/12.24) + Nobivac RL (A301A01/12.24),2023-07-24,
5634746,4407143,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A701C01/10.24) + Nobivac RL (A301A02/10.24),2023-07-25,
5634747,4407143,HistoricalTreatment,Medicație deparazitare internă,Anthelmin,2023-07-25,
489924,4407148,HistoricalTreatment,Vaccinuri,Purevax RCP (E88330/28.04.24),2023-09-21,
5634749,4407148,HistoricalTreatment,Vaccinuri,Purevax  RCP (E45921/21.10.2023),2023-07-25,
5634750,4407148,HistoricalTreatment,Medicație deparazitare internă,Milprazon,2023-07-25,
5634751,4407150,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A701C01/10.24) + Nobivac RL (A301A02/10.24),2023-07-25,
5634753,4407153,HistoricalTreatment,Vaccin Antirabic,Rabisin ( E73492/19.11.24),2023-07-25,
5634754,4407155,HistoricalTreatment,Vaccinuri,Purevax RCPCh (E24496/19.10.23) + Rabisin ( E73492/19.11.24),2023-07-26,
5634755,4407159,HistoricalTreatment,Vaccinuri,Purevax RCPCh (E24496/19.10.23) + Rabisin ( E73492/19.11.24),2023-07-26,
5634756,4407164,HistoricalTreatment,Vaccinuri,Nobivac Parvo-C (A129A01/06.25),2023-07-26,
5634757,4407164,HistoricalTreatment,Medicație deparazitare internă,Procox,2023-07-27,
5634758,4407176,HistoricalTreatment,Vaccinuri,Nobivac Parvo-C (A129A01/06.25),2023-07-26,
5634760,4407187,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A701C01/10.24) + Nobivac RL (A301A02/10.24),2023-07-27,
5634761,4407194,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A701C01/10.24) + Nobivac RL (A301A02/10.24),2023-07-27,
5634762,4407201,HistoricalTreatment,Vaccinuri,Nobivac DHP (A164B01/11.24) + Nobivac RL (A301A01/10.24),2023-07-27,
5634763,4407208,HistoricalTreatment,Vaccinuri,Nobivac DHP (A164B01/11.24) + Nobivac Lepto ( A708B02/01.24),2023-07-28,
5634764,4407212,HistoricalTreatment,Vaccinuri,Nobivac DHP (A164B01/11.24) + Nobivac Lepto ( A708B02/01.24),2023-07-28,
5634765,4407215,HistoricalTreatment,Vaccinuri,Nobivac DHP (A164B01/11.24) + Nobivac RL (A301A02/10.24),2023-07-28,
5634766,4407219,HistoricalTreatment,Vaccin Antirabic,Nobivac RL (A301A02/10.24),2023-07-28,
489712,4421985,HistoricalTreatment,Vaccin Antirabic,Rabisin ( E73491/06.09.2025),2023-10-11,
2384784,4421985,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-10-11,
2409037,4484864,HistoricalTreatment,Vaccinuri,Nobivac Parvo-C (A129A01/06.25),2023-07-31,
2409042,4484864,HistoricalTreatment,Medicație deparazitare internă,Anthelmin,2023-08-01,
2948584,4722345,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-08-01,
2948589,4722357,HistoricalTreatment,Vaccinuri,Purevax  RCP (E45921/21.10.2023),2023-07-31,
2948593,4722369,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A702B01/10.24) + Nobivac Lepto (A701C01/10.24),2023-07-31,
2948620,4722482,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A702B01/10.24) + Nobivac RL (A301A02/10.24),2023-08-01,
2948625,4722482,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-08-01,
2948630,4722493,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-08-02,
8647778,4722493,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2024-08-10,
8653285,4722542,HistoricalTreatment,Medicație deparazitare internă,Drontal Plus Flavour,2024-08-05,
2962046,4739658,HistoricalTreatment,Vaccinuri,Nobivac DHP (A175A01/03.25) + Nobivac Lepto ( A708B02/01.24),2023-08-02,
2962051,4739667,HistoricalTreatment,Vaccinuri,Nobivac DHP (A175A01/03.25) + Nobivac Lepto ( A708B02/01.24),2023-08-02,
4431018,4886183,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (0129101B01/03.25) + Nobivac RL (A303A01/01.26),2023-10-21,
4431023,4886186,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (0129101B01/03.25) + Nobivac RL (A303A01/01.26),2023-10-21,
3897441,4902559,HistoricalTreatment,Vaccinuri,Nobivac DHP (A175A01/03.25) + Nobivac Lepto ( A708B02/01.24),2023-08-02,
3897444,4902559,HistoricalTreatment,Vaccin Antirabic,Rabisin ( E73492/19.11.24),2023-08-02,
3897476,4902667,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (0129079C01/10.24) + Nobivac RL (A301A01/10.24),2023-08-04,
3897495,4902774,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A702B01/10.24) + Nobivac RL (A301A01/10.24),2023-08-07,
3897591,4904895,HistoricalTreatment,Vaccinuri,Nobivac Tricat Trio (A434A01/11.25) + Rabisin (73492/19.11.2024),2023-08-07,
3897595,4904940,HistoricalTreatment,Vaccinuri,Nobivac Tricat Trio (A434A01/11.25) + Rabisin (73492/19.11.2024),2023-08-07,
3897599,4904972,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (0129079C01/10.24) + Nobivac RL (A301A01/10.24),2023-08-08,
3897603,4904975,HistoricalTreatment,Vaccinuri,Biocan M ( 745130A/12.24),2023-08-08,
489739,4904982,HistoricalTreatment,Vaccinuri,Nobivac Tricat Trio (A434A01/11.25),2023-10-09,
3897608,4904982,HistoricalTreatment,Vaccinuri,Nobivac Tricat Trio (A434A01/11.25),2023-08-10,
3897612,4904982,HistoricalTreatment,Medicație deparazitare internă,Milprazon,2023-08-12,
8720328,4905049,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2024-08-27,
538089,4905051,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-08-26,
3897617,4905051,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A702B01/10.24) + Nobivac Lepto (A708B02/10.24),2023-08-12,
3897620,4905054,HistoricalTreatment,Vaccinuri,Nobivac Parvo-C (A129A01/06.25),2023-08-12,
3897625,4905054,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-08-12,
3897629,4905064,HistoricalTreatment,Vaccinuri,Nobivac DHP (A175A01/03.25) + Nobivac Lepto ( A708B02/01.24),2023-08-14,
3897680,4906741,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-08-29,
3897684,4906741,HistoricalTreatment,Medicație deparazitare internă,Droncit,2023-08-09,
3897687,4906748,HistoricalTreatment,Vaccinuri,Nobivac DHP (A164B01/11.24) + Nobivac Lepto ( A708B02/01.24),2023-08-14,
3897691,4906748,HistoricalTreatment,Medicație deparazitare internă,Drontal Puppy,2023-08-14,
3897695,4906759,HistoricalTreatment,Vaccinuri,Nobivac KC (A141D01/03.25),2023-08-14,
491365,4906763,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A705D01/12.24) + Nobivac Lepto ( A708B02/01.24),2023-08-28,
3897700,4906763,HistoricalTreatment,Vaccinuri,Nobivac DHP (A164B01/11.24) + Nobivac Lepto ( A708B02/01.24),2023-08-14,
3897704,4906774,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (0129079C01/10.24) + Nobivac RL (A301A01/10.24),2023-08-16,
8797502,4906774,HistoricalTreatment,Vaccinuri,Eurican DAPPI + LR (F15391/09.11.2024),2024-09-13,
491314,4906870,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A705D01/10.24) + Nobivac RL (A301A01/10.24),2023-09-04,
3897707,4906870,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A702B01/10.24) + Nobivac Lepto (A708B02/10.24),2023-08-18,
3897711,4906870,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-08-18,
8711035,4907092,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2024-08-19,
